Store,Dept,Date,Weekly_Sales,IsHoliday_x,year,month,week,day,day_of_week,lag_1,lag_2,rolling_mean,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Type,Size,lag_7,lag_14,rolling_mean_7,rolling_std_7
31,15,2012-10-19,14202.43,False,2012,10,42,19,4,11968.12,47.31,7705.434999999977,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,11696.58,20959.26,11895.25142857143,16963.85877996415
30,72,2012-10-19,70287.16,False,2012,10,42,19,4,71970.33,16932.22,64738.942499999976,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,64172.32,16908.99,69647.11571428571,50466.846915044756
31,16,2012-10-19,13042.36,False,2012,10,42,19,4,10330.03,26325.53,21820.244999999977,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2.5,1157.12,5988.034285714287,8530.237806929983
31,27,2012-10-19,3798.1,False,2012,10,42,19,4,4047.2,4463.78,3181.744999999971,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2979.43,113.78,3445.7514285714283,1260.3565744885905
39,73,2012-10-19,93142.06,False,2012,10,42,19,4,103001.39,5560.19,26327.994999999988,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,98664.32,12142.37,104101.43857142857,32709.65624974596
31,28,2012-10-19,1742.88,False,2012,10,42,19,4,1851.4,3314.32,3556.504999999971,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2104.72,25055.87,1940.642857142857,6170.905787681828
31,29,2012-10-19,3314.32,False,2012,10,42,19,4,3324.07,19606.82,8342.41749999997,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2356.06,46644.26,2772.6700000000005,8635.898414529282
39,72,2012-10-19,39822.46,False,2012,10,42,19,4,43370.19,5428.61,18888.69999999999,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,39621.37,16772.66,43611.294285714284,14559.847855379869
31,30,2012-10-19,4744.63,False,2012,10,42,19,4,4961.62,24555.28,10893.449999999972,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,4923.58,11743.97,4885.75,10681.791231347095
31,17,2012-10-19,1930.0,False,2012,10,42,19,4,1431.11,4569.89,4467.934999999979,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,1083.07,1647.49,1545.7357142857143,8409.65857311384
39,71,2012-10-19,60902.1,False,2012,10,42,19,4,65884.49,21485.0,22244.12499999999,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,63471.03,8274.15,64638.17428571429,21851.70912970044
31,32,2012-10-19,12762.46,False,2012,10,42,19,4,12250.93,6499.0,24197.96249999997,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,10146.97,4692.22,10808.061428571427,21879.10649990361
39,70,2012-10-19,21846.83,False,2012,10,42,19,4,26597.31,6049.62,7596.91749999999,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,25472.27,8373.59,25922.25857142857,22042.377297733197
31,33,2012-10-19,1521.52,False,2012,10,42,19,4,2100.71,41756.38,22107.617499999968,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2037.74,5.88,1961.4614285714285,16897.555441594734
39,69,2012-10-19,1363.27,False,2012,10,42,19,4,1674.31,6039.32,14141.364999999989,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,1821.9,3816.39,1703.19,16591.22532077843
31,34,2012-10-19,2162.41,False,2012,10,42,19,4,1681.24,4692.22,3685.319999999971,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,711.86,3046.08,1436.7842857142857,5455.890137508706
39,68,2012-10-19,2039.97,False,2012,10,42,19,4,2493.78,59021.74,16735.344999999987,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,2624.98,72108.34,2491.9357142857143,20571.542598799224
31,35,2012-10-19,3068.02,False,2012,10,42,19,4,2815.25,113.78,8063.924999999971,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,2192.93,70063.24,2810.0042857142857,28145.38912674629
31,36,2012-10-19,70063.24,False,2012,10,42,19,4,62176.01,11.76,26367.47249999997,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,71571.38,26149.64,67915.40428571429,24235.17163152499
39,67,2012-10-19,14629.65,False,2012,10,42,19,4,16263.57,51474.68,25744.207499999986,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,13301.21,34387.47,14749.85,26208.050874673438
39,74,2012-10-19,26365.78,False,2012,10,42,19,4,27590.69,6088.47,15670.37749999999,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,30228.58,1363.27,29959.45857142857,10578.591688295453
31,26,2012-10-19,1114.01,False,2012,10,42,19,4,883.84,11312.87,16473.689999999973,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,269.26,4744.63,695.1771428571428,20012.071840713514
39,75,2012-10-19,30927.79,False,2012,10,42,19,4,33736.08,6880.49,10493.40499999999,71.45,3.594,2139.7,48.46,1.6,99.01,11831.06,222.0951719,6.228,False,0,184109.0,34975.02,21846.83,33352.68142857143,10785.514749807067
31,20,2012-10-19,10556.26,False,2012,10,42,19,4,10508.0,2250.0,15261.724999999979,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,8905.62,4569.89,9618.207142857142,19330.125802099938
31,31,2012-10-19,5003.76,False,2012,10,42,19,4,5203.74,4698.27,13725.859999999971,68.52,3.594,2432.45,48.46,14.89,1202.44,9394.54,223.0598077,6.17,False,0,203750.0,3026.04,11.52,3874.2285714285713,15152.689601558117
40,15,2012-10-19,13530.44,False,2012,10,42,19,4,14656.83,10108.11,14152.07999999999,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,12504.02,7421.49,13769.437142857143,9957.07777440884
40,46,2012-10-19,5228.0,False,2012,10,42,19,4,3074.0,3739.1,5654.014999999988,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,2885.0,1228.51,2869.285714285714,10149.059293375814
40,44,2012-10-19,26406.84,False,2012,10,42,19,4,27675.92,44326.26,31150.274999999987,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,28722.05,29025.48,27510.412857142856,20943.21089077508
30,65,2012-10-19,19088.55,False,2012,10,42,19,4,19862.53,24788.31,21448.532499999987,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,19101.5,52.84,19538.231428571427,14322.272439079125
30,66,2012-10-19,24788.31,False,2012,10,42,19,4,26000.69,1681.0,17269.814999999984,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,24350.9,8022.05,25110.512857142858,17322.92942259695
40,26,2012-10-19,759.62,False,2012,10,42,19,4,882.44,7915.89,6283.067499999984,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,320.89,924.45,571.6257142857143,9679.702499906365
30,67,2012-10-19,19165.71,False,2012,10,42,19,4,16614.17,8248.28,14136.119999999977,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,17760.28,154.06,16613.649999999998,6756.728203810152
40,25,2012-10-19,1951.62,False,2012,10,42,19,4,2545.06,45670.19,39997.077499999985,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,1009.14,22202.43,1825.3614285714284,26889.52125034181
30,68,2012-10-19,8895.68,False,2012,10,42,19,4,9230.12,3770.6,12858.99749999998,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,7709.99,5960.84,9162.372857142856,6052.783904854218
40,24,2012-10-19,7516.45,False,2012,10,42,19,4,11094.61,1529.52,7300.127499999985,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,6373.64,8556.35,8030.4914285714285,10231.687755457862
30,69,2012-10-19,1465.13,False,2012,10,42,19,4,721.79,154.06,9804.062499999978,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,1109.46,17265.64,1030.4257142857143,26384.487320794877
30,70,2012-10-19,8477.91,False,2012,10,42,19,4,9105.53,6557.57,8228.329999999978,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,9915.68,1760.16,8669.441428571428,4139.059799303607
40,23,2012-10-19,8349.21,False,2012,10,42,19,4,10140.99,8107.55,6891.4774999999845,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,7837.24,27785.29,7929.2814285714285,9703.689426249235
40,30,2012-10-19,4870.79,False,2012,10,42,19,4,4987.86,22957.76,19000.932499999984,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,6153.99,32.05,5005.124285714286,34236.45787567565
30,58,2012-10-19,5851.26,False,2012,10,42,19,4,4846.2,9074.94,4045.1749999999847,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,4782.53,3410.3,5183.457142857143,10903.904427593649
40,31,2012-10-19,7142.74,False,2012,10,42,19,4,7916.84,1341.93,5456.442499999987,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,4728.56,107.19,5752.692857142858,4235.024579747488
40,27,2012-10-19,4468.21,False,2012,10,42,19,4,5594.07,26336.61,9374.162499999986,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,4127.26,27430.1,4521.528571428571,9445.381610552184
30,51,2012-10-19,69.84,False,2012,10,42,19,4,26.0,31664.75,16111.994999999984,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,20.88,137768.88,45.26,24150.9955050715
40,40,2012-10-19,5594.21,False,2012,10,42,19,4,5566.7,44263.4,19680.592499999988,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,5625.06,5526.16,6026.627142857143,14197.48074782088
30,44,2012-10-19,23091.93,False,2012,10,42,19,4,21175.99,3458.27,39774.34749999999,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,24354.27,11696.56,22715.52571428572,46478.014221567304
40,39,2012-10-19,2196.46,False,2012,10,42,19,4,3027.42,12460.57,4756.357499999988,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,3751.44,22170.77,3916.802857142857,8088.4416712551
30,47,2012-10-19,9148.91,False,2012,10,42,19,4,8325.09,388.33,3280.8099999999854,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,7539.99,77052.02,8206.302857142857,4774.408322821485
40,38,2012-10-19,58983.61,False,2012,10,42,19,4,65366.36,41777.74,40975.50499999998,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,61320.13,1163.99,62120.16571428572,27393.455886486485
30,50,2012-10-19,708.19,False,2012,10,42,19,4,625.57,51108.0,18146.797499999986,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,670.51,28.87,656.4642857142857,19564.12372629978
40,36,2012-10-19,45844.47,False,2012,10,42,19,4,47896.42,6913.41,14846.034999999985,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,56231.4,98.05,54376.08571428572,24265.77757085966
30,56,2012-10-19,252.0,False,2012,10,42,19,4,216.0,2657.77,4066.2524999999855,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,495.0,26931.98,227.57142857142858,28274.1691272729
30,52,2012-10-19,5808.57,False,2012,10,42,19,4,5996.67,26904.82,33771.08249999999,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,8411.04,1999.77,6004.748571428571,24244.621833891775
40,34,2012-10-19,1812.07,False,2012,10,42,19,4,1991.53,5197.65,3555.7399999999852,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,401.4,41777.74,1088.9814285714285,15523.965079740465
30,53,2012-10-19,1661.71,False,2012,10,42,19,4,1645.77,4454.05,1869.2224999999855,68.52,3.594,37.11,48.46,0.15,129.04,1030.33,223.0598077,6.17,False,2,42988.0,841.57,11620.06,1308.0985714285714,78859.99781844656
30,54,2012-10-19,2740.0,False,2012,10,42,19,4,510.0,23.91,4282.704999999985,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,2685.0,88325.74,1957.857142857143,17640.77964552489
40,33,2012-10-19,1894.86,False,2012,10,42,19,4,3010.08,2801.61,2737.1349999999857,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,1582.39,5608.29,2348.47,17856.229037940815
30,42,2012-10-19,2765.48,False,2012,10,42,19,4,2711.7,4582.07,26413.869999999984,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,2346.22,23.91,2290.0457142857144,50640.228851257525
30,36,2012-10-19,72369.66,False,2012,10,42,19,4,83693.32,325.16,19139.17999999998,68.52,3.594,37.11,48.46,0.15,129.04,1030.33,223.0598077,6.17,False,2,42988.0,79883.79,5701.4,72763.80285714286,26449.78044339225
30,64,2012-10-19,33714.93,False,2012,10,42,19,4,34495.09,19088.55,36240.83749999999,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,31560.28,13302.4,36953.53428571428,29194.281056746484
30,61,2012-10-19,12165.16,False,2012,10,42,19,4,13819.79,2201.75,14863.277499999986,68.52,3.594,37.11,48.46,0.15,640.64,1030.33,223.0598077,6.17,False,2,42988.0,13577.46,19088.55,13492.544285714286,16711.97757741211
30,38,2012-10-19,58988.14,False,2012,10,42,19,4,55999.68,2224.94,29448.057499999984,68.52,3.594,37.11,48.46,0.15,75.11,1030.33,223.0598077,6.17,False,2,42988.0,57947.55,14744.56,57617.61857142857,22449.62751493693
40,54,2012-10-19,8565.0,False,2012,10,42,19,4,14770.0,1614.56,3957.297499999985,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,3880.0,459.0,9010.714285714286,3088.582252288728
30,27,2012-10-19,3826.36,False,2012,10,42,19,4,3870.68,17191.96,8449.912499999975,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,4261.62,1549.83,4062.0814285714287,5820.382856417793
30,26,2012-10-19,614.4,False,2012,10,42,19,4,687.68,8947.99,5999.582499999976,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,380.75,2718.7,452.81714285714287,6007.777156279465
40,60,2012-10-19,45777.19,False,2012,10,42,19,4,44523.14,24368.21,18103.689999999988,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,52256.08,5197.65,53219.951428571425,17547.496185207903
40,65,2012-10-19,18140.02,False,2012,10,42,19,4,17900.46,2659.31,9672.787499999984,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,20812.93,1037.04,18482.827142857142,7997.436820698408
30,17,2012-10-19,28.14,False,2012,10,42,19,4,5.82,48198.4,30335.009999999977,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,33.1,17169.39,37.230000000000004,28913.767692220423
40,64,2012-10-19,20861.32,False,2012,10,42,19,4,22119.93,2363.21,8023.577499999986,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,22099.76,1928.96,22528.40142857143,7864.056459119437
30,18,2012-10-19,5639.27,False,2012,10,42,19,4,5329.08,22960.42,16098.324999999979,68.52,3.594,37.11,48.46,0.15,129.04,1030.33,223.0598077,6.17,False,2,42988.0,5886.67,3.97,5936.277142857143,10500.911433037698
30,19,2012-10-19,3772.88,False,2012,10,42,19,4,3831.83,2718.7,5416.8174999999765,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,3971.43,3283.16,3690.2057142857143,5374.488348559262
40,61,2012-10-19,17179.84,False,2012,10,42,19,4,18247.04,363.7,21647.864999999983,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,19138.35,6380.63,18932.81857142857,25520.819357042164
30,20,2012-10-19,8161.01,False,2012,10,42,19,4,8660.77,7014.68,6778.647499999976,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,8035.48,32704.6,8129.382857142858,5188.741756390852
30,21,2012-10-19,17425.52,False,2012,10,42,19,4,24083.79,6439.1,6363.0674999999765,68.52,3.594,37.11,48.46,0.15,775.96,1030.33,223.0598077,6.17,False,2,42988.0,21177.15,11929.84,18300.75142857143,8604.963240696095
40,28,2012-10-19,2192.98,False,2012,10,42,19,4,2495.38,4028.05,25164.912499999984,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,3121.06,8349.21,2662.4142857142856,35110.57528754557
40,55,2012-10-19,339.21,False,2012,10,42,19,4,327.0,14.85,21415.734999999986,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,397.26,2977.8,351.0728571428572,28167.40227348109
40,59,2012-10-19,4944.6,False,2012,10,42,19,4,3915.26,5455.99,10932.467499999986,46.33,4.0,412.06,48.46,6.1,38.76,2850.1,138.8336129,4.145,False,0,155083.0,7227.84,1788.63,5215.634285714286,16422.21809533123
